conversation_id_str	created_at	favorite_count	full_text	id_str	image_url	in_reply_to_screen_name	lang	location	quote_count	reply_count	retweet_count	tweet_url	user_id_str	username	keyword	1.86824E+18	Sun Dec 15 21:03:33 +0000 2024	202	@KemenperinRI Lapor ke prabowo. https://t.co/18eTtRJdHO	1.8684E+18	https://pbs.twimg.com/media/Ge3lS4bagAEJVmm.jpg	KemenperinRI	in	Unnamed: 8	1	3	28	https://x.com/undefined/status/1868401535732097268	1.21051E+18	Unnamed: 14
1.87E+18	Mon Dec 09 18:11:11 +0000 2024	50	Mungkin sibuk rapat atau pertemuan setelah Pilkada ? Mahfud MD sampai Basuki Hadimuljono Ikut Kumpul-kumpul Alumni UGM Keberadaan Jokowi Dicari https://t.co/orY7QAOKrp	1.87E+18			in		1	18	12	https://x.com/undefined/status/1866183827120693502	7.95E+17		mahfud															
1.87E+18	Sun Dec 15 05:11:39 +0000 2024	4	Jangan dong. Nanti Elsadawi dan Nasreen dan Manji dan para pengekornya di Indonesia jadi gak keren dong...	1.87E+18			in		0	0	2	https://x.com/undefined/status/1868161981422989748	1.67E+18		mahfud															
1.87E+18	Thu Dec 12 06:43:33 +0000 2024	74	Mahfud MD: Pilkada Jakarta Bukti Minimnya Pengaruh Jokowi Usai Lengser dari Presiden https://t.co/7nD0TcuJFs	1.87E+18			in		2	0	53	https://x.com/undefined/status/1867097942450114995	8.88E+17		mahfud															
1.87E+18	Sun Dec 15 06:35:10 +0000 2024	2	Dah telat. Makanya masyarakat tu diajak makan gratis aja di Istana kaya Mahfud. Banyak deh yg dagang. Eh datang.	1.87E+18			in		0	0	2	https://x.com/undefined/status/1868182999239635186	753553855		mahfud															
1.87E+18	Fri Dec 13 13:50:52 +0000 2024	3	Reformasi Harga Mati! Politik dan Hukum Urgen Direformasi. Mahfud Sambut Usul Prabowo Evaluasi Pilkada Langsung: Mahal dan Jorok https://t.co/5kNbWOZWRL	1.87E+18			in		0	0	7	https://x.com/undefined/status/1867567870244426236	736441309		mahfud															
1.72E+18	Tue Nov 14 14:19:03 +0000 2023	901	Anies Muhaimin Nomer 1 Prabowo Gibran Nomer 2 Ganjar Mahfud Nomer 3 Kamu nomer berapa di mata dia?	1.72E+18			in		115	331	81	https://x.com/undefined/status/1724431754415444444	26970305		mahfud															
1.87E+18	Mon Dec 09 22:13:29 +0000 2024	0	Coba prabowo puan mahfud md dan beberapa org lagi keliling indonesia terutama kalimantan sulawesi sumatera dan perhatikan baik baik kondisi hutannya. Hutan indonesia itu TABUNGAN KITA BAPAK IBU SAYANG.	1.87E+18			in		1	0	0	https://x.com/undefined/status/1866244806084837480	1.59E+18		mahfud															
1.87E+18	Sat Dec 14 01:45:04 +0000 2024	46	Mahfud Sambut Usul Prabowo Evaluasi Pilkada Langsung: Mahal dan Jorok https://t.co/qyMRCwHXPG	1.87E+18			in		0	17	8	https://x.com/undefined/status/1867747604903473486	86012022		mahfud															
1.87E+18	Fri Dec 13 13:48:55 +0000 2024	0	 Menulis nyaris hanya dalam bahasa Urdu yang ditulisnya dengan pensil dalam aksara nastaliq yang indah tak diragukan Manto dan cerpen-cerpennya memperkaya kesusastraan Urdu sama dengan apa yang dilakukan Iqbal dengan puisi-puisinya. Mahfud Ikhwan https://t.co/1clFAIoLzh https://t.co/UObVF4swlw	1.87E+18	https://pbs.twimg.com/media/GeruonbbsAAZdUu.jpg		in		0	0	0	https://x.com/undefined/status/1867567379481604579	2907641923		mahfud															
1.87E+18	Sat Dec 07 04:55:02 +0000 2024	0	Di Al qur an Amal perbuatan manusia ditulis dikitab Lauh-Mahfud untuk pertimbangan seseorang masuk neraka atwkah sorga tetapi karena Allah Maha Kuasa dgn sababiah mahluknya juga berupa manusia Allah ciptakan kitab Lauh-Mahfud kecil-kecilan berupa zezak Dizital sbg pengajaran https://t.co/vjKFcK8FBD	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1865258412138975232/pu/img/Gi47Z_pV4ZuIX83-.jpg		in		0	0	0	https://x.com/undefined/status/1865258696189841806	1017939924		mahfud															
1.87E+18	Fri Dec 06 12:47:15 +0000 2024	3	Ini pengakuan pak Jk &amp; pak Mahfud terhadap sikap ibu Mega https://t.co/J6dD4W4xoF	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1865015113293688832/pu/img/hRecnrR3QM6s17Mb.jpg		in		0	1	1	https://x.com/undefined/status/1865015145161986420	1.45E+18		mahfud															
1.86E+18	Mon Dec 02 02:33:22 +0000 2024	15	Menghadiri pernikahan Sdri. Zahwa Nadhira (Putri TGB. HM. Zainul Majdi/ Cucu KH. Abdul Rosyid Abdullah Syafii) dg Sdr. Rayhan Akbar (Putra HM. Mahfud MD) di The Tribrata. Semoga pernikahan ini senantiasa dlm keberkahan dan kebahagiaan. (01/12/2024) https://t.co/SEVgKNZsxn	1.86E+18	https://pbs.twimg.com/media/Gdwqgcwb0AAj3Tw.jpg		in		0	0	2	https://x.com/undefined/status/1863411103918940225	79139422		mahfud															
1.87E+18	Sat Dec 14 16:41:17 +0000 2024	0	@Strategi_Bisnis Kayak gini https://t.co/YVUeDPjb8o	1.87E+18	https://pbs.twimg.com/media/GexfrRZagAA2tGU.jpg	Strategi_Bisnis	in		0	0	0	https://x.com/undefined/status/1867973145254391965	486998039		mahfud															
1.87E+18	Mon Dec 09 00:03:50 +0000 2024	0	Pulau Balang Caddi*_ Pantau giat warga binaan yang berada di Kepelauan Babinsa Kelurahan Mattiro Bintang Serka Mahfud Melaksanakan Komsos Bersama Aipda Rizal anggota polsek liukang Tupabbiring dan masyarakat Pulau Balang Caddi Kec. LiukangTupabbiring Kab. Pangkep. https://t.co/Z6qea2Ouyp	1.87E+18	https://pbs.twimg.com/media/GeULavUasAEdNe-.jpg		in		0	0	0	https://x.com/undefined/status/1865910187187695926	1.23E+18		mahfud															
1.87E+18	Fri Dec 13 12:11:12 +0000 2024	256	Mahfud Sambut Usul Prabowo Evaluasi Pilkada Langsung: Mahal dan Jorok https://t.co/K9uKiv5E7x	1.87E+18			in		16	64	82	https://x.com/undefined/status/1867542789086753009	17128975		mahfud															
1.87E+18	Sun Dec 15 04:36:11 +0000 2024	0	Mahfud sedang Mengiklankan dirinya #hening	1.87E+18			in		0	0	0	https://x.com/undefined/status/1868153053268136211	7.81E+17		mahfud															
1.87E+18	Sun Dec 08 11:47:22 +0000 2024	1	PILKADA JAKARTA Partisan PDIP selalu solid. Pilpres Ganjar mahfud : 1 115 jt suara. Pram-Rano: 2 183 jt suara. Jika GP-MD = Pram Ran. Maka ada kenaikan angka pemilih dr luar pdip 1 068 jt suara. Bs jd ini efek anies. Bang Doel minta maaf ame bliau lah ..ntar kuawalat	1.87E+18			in		0	0	1	https://x.com/undefined/status/1865724849123156451	1.43E+18		mahfud															
1.87E+18	Mon Dec 09 01:46:37 +0000 2024	0	semoga pas uas ke masukin otak prof mahfud md	1.87E+18			in		0	0	0	https://x.com/undefined/status/1865936056341918183	1.67E+18		mahfud															
1.87E+18	Sun Dec 15 06:41:40 +0000 2024	2	Inilah bentukan dari Wakil Presiden Indonesia kita saat ini Downgrade banget dari pak Mahfud ke fufufafa Tuhan tolong selamatkan Indonesiaku 	1.87E+18			in		0	3	0	https://x.com/undefined/status/1868184632598176213	1.61E+18		mahfud															
1.87E+18	Fri Dec 13 02:49:26 +0000 2024	1	Anak fkg unair aja baru ketauan anak Mahfud MD pas wisuda. Tu dokter koas baru anak pejabat tingkat provinsi aja belagu bukan maen	1.87E+18			in		0	0	1	https://x.com/undefined/status/1867401413124608335	1.11E+18		mahfud															
1.87E+18	Mon Dec 09 06:45:00 +0000 2024	10	Sindir Gus Miftah? Mahfud MD Ungkap Cerita 'Wali Bahlul' Yang Tinggal di Kuburan Isinya Menohok! https://t.co/EarX5b6mmW	1.87E+18			in		0	0	4	https://x.com/undefined/status/1866011144693190783	1.24E+18		mahfud															
1.87E+18	Wed Dec 11 14:52:10 +0000 2024	0	Maaf Pak tak kira Pak Mahfud MD 	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866858519707984255	2842786123		mahfud															
1.87E+18	Sun Dec 08 08:59:27 +0000 2024	1	iyalah mahfud kan begitu jg sm muhaimin. 03 dan 01 kan paslonnya sm2 hadir pas kumpul kagama.	1.87E+18			in		0	1	0	https://x.com/undefined/status/1865682594014335366	1.36E+18		mahfud															
1.87E+18	Wed Dec 11 04:06:30 +0000 2024	0	Mangkat Saudi kono...	1.87E+18			in		0	1	0	https://x.com/undefined/status/1866696031729254728	1.67E+18		mahfud															
1.87E+18	Tue Dec 10 09:16:52 +0000 2024	0	Serda Ahmad Mahfud bantu petani di Desa Lebbek pembajakan sawah. Dukungan TNI ini penting untuk meningkatkan hasil pertanian dan ketahanan pangan. Kerja sama yang produktif. Simak selengkapnya disini https://t.co/lVNiFO7idB https://t.co/2VlaPvPTM9	1.87E+18	https://pbs.twimg.com/media/GebTmKGagAAUMjf.jpg		in		0	0	0	https://x.com/undefined/status/1866411751362953303	3193875739		mahfud															
1.87E+18	Fri Dec 13 03:55:54 +0000 2024	0	Dari jaman debat capres w udah ngerasa ni orang Ga level buat bicara dengan Pak Anies Pak Mahfud. Petantang petenteng kaya gitu pas debat	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867418139455299663	9.07E+17		mahfud															
1.87E+18	Sat Dec 14 10:55:00 +0000 2024	17	Bicara Penegakan Hukum Mahfud MD: Saya Prasangka Baik Prabowo Susun Strategi Gempur ini Semua! https://t.co/eccuzXGyMW	1.87E+18			in		0	4	5	https://x.com/undefined/status/1867885998287519818	71436318		mahfud															
1.87E+18	Sat Dec 14 03:08:45 +0000 2024	21	Mahfud MD Dukung Usulan Prabowo soal Evaluasi Pilkada Langsung Ternyata Karena Ini https://t.co/P7Sd2wBTWU	1.87E+18			in		1	2	14	https://x.com/undefined/status/1867768662419288384	8.88E+17		mahfud															
1.87E+18	Sat Dec 14 01:00:13 +0000 2024	0	Apresiasi Usulan Prabowo untuk Mengevaluasi Pilkada Langsung Mahfud MD: Positif Itu! Pilkada Sekarang Mahal dan Jorok - https://t.co/Db2KxrGqkt https://t.co/YWu49empHU	1.87E+18	https://pbs.twimg.com/media/GeuIR9wbsAcMwOj.jpg		in		0	0	0	https://x.com/undefined/status/1867736315535798400	9.49E+17		mahfud															
1.86E+18	Tue Dec 03 11:31:46 +0000 2024	0	Oh anaknya TGB nikah sama anaknya Mahfud MD? Lah wkwkkw baru tau.	1.86E+18			in		0	0	0	https://x.com/undefined/status/1863908986954948761	242255195		mahfud															
1.86E+18	Mon Dec 02 08:10:00 +0000 2024	81	Aiman waktu jadi jubir TPN Ganjar-Mahfud juga dipidanakan krn menuduh tanpa bukti adanya perintah Komandan di Kepolisian utk memenangkan paslon Prabowo-Gibran entah apa Polisi kasihan akhirnya Aiman dpt surat perintah penghentian penyidikan (SP3) &amp; Aiman mengundurkan diri dari https://t.co/UySEe75SxY	1.86E+18	https://pbs.twimg.com/media/Gdxz8G4aMAAGRhj.png		in		1	34	24	https://x.com/undefined/status/1863495820274012462	1.76E+18		mahfud															
1.87E+18	Sun Dec 15 01:19:11 +0000 2024	4	@Suryo52573671 @Dennysiregar7 saat itu saingan nya di pilpres adalah prof. Mahfud kurang apa sih Prof. Mahfud dibandingkan tukang susu keliling ini? https://t.co/cB8yZHcDNd	1.87E+18		Suryo52573671	in		0	2	0	https://x.com/undefined/status/1868103479585345791	9.60E+17		mahfud															
1.87E+18	Wed Dec 11 03:01:40 +0000 2024	0	Mahfud https://t.co/otBPzdE2qF	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1866679686836961280/pu/img/oMoPD8jyAp9oMQ7l.jpg		in		0	0	0	https://x.com/undefined/status/1866679716893307331	1.46E+18		mahfud															
1.87E+18	Sun Dec 08 01:04:03 +0000 2024	0	O Ruben Amorim. Engkau malaikat sewaktu di sporting cp menghajar Manchester City. Engkau mirip pak Mahfud MD sewaktu di luar lingkaran pemerintah. Sekarang engkau masuk Manchester united citra engkau berubah buruk seperti orang baik jadi pejabat pemerintah Indonesia.	1.87E+18			in		0	0	0	https://x.com/undefined/status/1865562956353929601	1.60E+18		mahfud															
1.86E+18	Fri Dec 06 05:37:11 +0000 2024	0	gen ganjar mahfud	1.86E+18			in		0	0	0	https://x.com/undefined/status/1864906913999392809	1.20E+18		mahfud															
1.87E+18	Fri Dec 13 11:46:03 +0000 2024	0	Mahfud sambut baik usul Prabowo supaya pemimpin daerah dipilih DPRD saja semoga jadi nyata dan konflik horisontal berhenti https://t.co/B2qardXktu	1.87E+18			in		0	1	0	https://x.com/undefined/status/1867536457663230444	1.74E+18		mahfud															
1.87E+18	Sun Dec 08 07:31:17 +0000 2024	1	??????Toko Perhiasan Emas MELATI Pasar Anyar Singaraja Online : Perumahan Satelit Asri Blok XVI Nomer 7 Banyuasri Buleleng Bali Indonesia ?08123912343 Jual Beli Perhiasan Emas Dan Menerima Pesanan Sampai Manca Negara Terima Kasih Semoga Sukses Selalu Semetons https://t.co/S96UMWP0Kw	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1865660176591998976/pu/img/AcF1ckHsUNyhRBPc.jpg		in		0	0	0	https://x.com/undefined/status/1865660403990282258	1.75E+18		mahfud															
1.87E+18	Sat Dec 14 16:31:23 +0000 2024	2	Kok baru sekarang bicaranya pak prof @mohmahfudmd kok pak mahfud gak bisa cegah???	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867970654726942941	1.38E+18		mahfud															
1.87E+18	Fri Dec 13 09:11:51 +0000 2024	0	ngajak Main main sama Pak Mahfud...	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867497651090174263	1.66E+18		mahfud															
1.87E+18	Wed Dec 11 22:21:31 +0000 2024	0	Prof. Mahfud udah pernah di Legislatif Yudikatif dan Eksekutif Pengalaman jelas dan kopeten Si Suhunya Miftah jadi walikota isi kantornya cuma mainan doang anjg 	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866971603189502469	1900326012		mahfud															
1.86E+18	Fri Nov 29 19:59:07 +0000 2024	1	Kalau ditanya amalan apa yang di pakai pak Jokowi? Puasa Daud sudah selama 20 tahun Menurut Pak Mahfud dan pak Bas. Pak Jokowi tak pernah telat sholat 5 waktu sekalipun sedang mengemban tugas negara di luar negeri. Yang srg telat adlh saat waktu makan.	1.86E+18			in		0	0	0	https://x.com/undefined/status/1862587113264562372	1.33E+18		mahfud															
1.87E+18	Fri Dec 13 13:49:41 +0000 2024	0	Mahfud Sambut Usul Prabowo Evaluasi Pilkada Langsung: Mahal dan Jorok https://t.co/5kNbWOZWRL	1.87E+18			in		0	0	5	https://x.com/undefined/status/1867567571224211568	736441309		mahfud															
1.87E+18	Sun Dec 15 12:35:00 +0000 2024	16	@senogp Beberapa kali sering muncul pernyataan kalau kritik terhadap buku terlepas bagaimana bentuknya sama dengan penghambat kerja-kerja literasi. Jangan� apa yang dikatakan Cak Mahfud itu benar sebagian besar pembaca kita bukan pembaca tetapi sekadar sebagai fan.	1.87E+18		senogp	in		1	0	1	https://x.com/undefined/status/1868273553222840510	417063822		mahfud															
1.87E+18	Fri Dec 13 16:47:43 +0000 2024	0	Tadi ada yang komen tunggu tengah malem kalau freya mau ganti ava eh beneran tengah malem gantinya alias turu oi udah malem	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867612374737539212	2928229746		mahfud															
1.87E+18	Sat Dec 14 02:31:51 +0000 2024	0	Mahfud Sepakat Pilkada Harus Dievaluasi Apresiasi Usulan Kepala Daerah Dipilih DPRD - https://t.co/BB1ERE6weC https://t.co/4J6tIkcsUj	1.87E+18	https://pbs.twimg.com/media/GeudQbJacAAw89x.jpg		in		0	0	0	https://x.com/undefined/status/1867759378327290081	2714691272		mahfud															
1.87E+18	Mon Dec 09 05:26:59 +0000 2024	0	Perolehan Andika Hendi lebih banyak 3rb suara daripada perolehan Pilpres Ganjar Mahfud berarti emang suara loyalis PDIP mentok segitu. Suara Luthfi-Yasin selisih 700rb dibawah perolehan Prabowo-Gibran. Tapi perolehan individu Gus Yasin di pemilihan DPD 3 8jt jadi	1.87E+18			in		0	1	0	https://x.com/undefined/status/1865991510942163071	3017120529		mahfud															
1.87E+18	Sat Dec 14 13:59:23 +0000 2024	0	Untuk pak @mohmahfudmd ... bapak kan sudah tau sepak terjangnya Jokowi yang jahat pada negara ini yang daya rusaknya luar biasa kami sebagai rakyat kecil sangat menginginkan pak Mahfud MD bertindak untuk melaporkan Jokowi ke kepolisian??? Bapak kan ahli hukum kami tunggu ya pak	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867932402125058534	1.43E+18		mahfud															
1.87E+18	Thu Dec 12 11:04:31 +0000 2024	1	SEMOGABERKAH https://t.co/XmvtGdtkg9	1.87E+18	https://pbs.twimg.com/ext_tw_video_thumb/1867163534116982784/pu/img/Zu5thM1zlzZ3QTGO.jpg		in		0	0	0	https://x.com/undefined/status/1867163617956966456	1.75E+18		mahfud															
1.87E+18	Wed Dec 11 10:15:31 +0000 2024	0	Mahfud Kritik Pemulangan Napi Asing 'Tak Boleh Atas 'Kebijakan' Presiden Ini Soal Kedaulatan Hukum RI' - https://t.co/co4EMMtkNy https://t.co/h79pfoMROh	1.87E+18	https://pbs.twimg.com/media/GegqnB5bUAAPcv2.jpg		in		0	0	0	https://x.com/undefined/status/1866788898841727387	2714691272		mahfud															
1.87E+18	Fri Dec 13 07:05:57 +0000 2024	3	Yuk dukung PODCAST Prodemokrasi dari Tokoh CERDAS TEPERCAYA. JADKAN PODCAST tsb wadah Konsolidasi PRODEM NONPARTISAN Subscribe Like Comment &amp; Share ?? Podcast : TEMPO ROCKY G NAJWA SIHAB MAHFUD MD ANIES AHOK Eep SAMAD dll https://t.co/1tN7sO2Y8T	1.87E+18			in		1	0	3	https://x.com/undefined/status/1867465967003181192	1.78E+18		mahfud															
1.87E+18	Tue Dec 10 02:44:07 +0000 2024	0	orang PDIP nih timses Ganjar-Mahfud + timses Pram-Rano	1.87E+18			in		0	0	2	https://x.com/undefined/status/1866312914136891516	4443224847		mahfud															
1.87E+18	Tue Dec 10 09:56:33 +0000 2024	0	gus mahfud.	1.87E+18			in		1	0	0	https://x.com/undefined/status/1866421738919399457	7.49E+17		mahfud															
1.87E+18	Thu Dec 12 11:01:54 +0000 2024	0	PDIP roaster 2029 GANJAR MAHFUD MD AHOK ANIES.? all star	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867162959899926975	168901706		mahfud															
1.87E+18	Sat Dec 14 06:33:54 +0000 2024	0	Mahfud MD Setuju Evaluasi Pemilihan Kepala Daerah Secara Langsung https://t.co/fc9PwEASXK	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867820290128195724	1.65E+18		mahfud															
1.87E+18	Mon Dec 09 11:25:22 +0000 2024	0	Institusi Penegakkan Hukum kan dibawah koordinasi Menko Polhukam pak. Tinggal jenengan apa bisa lebih ngotot spt Prof. Mahfud.	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866081700314538163	169459675		mahfud															
1.87E+18	Wed Dec 11 08:49:24 +0000 2024	1	Mahfud MD menilai menurut konstitusi dan dua undang-undang pemindahan narapidana asing ke negara asalnya harus disetujui oleh DPR dan tidak bisa dengan diskresi. #Polhuk #AdadiKompas https://t.co/kJsrpGBUU8	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866767226608501138	255866913		mahfud															
1.87E+18	Thu Dec 12 12:07:13 +0000 2024	0	Mahfud MD Sebut Negara Hukum Lemah Karena Oligarki dan Kleptokrasi Apa Maksudnya? https://t.co/AvWzG9Y4Uu	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867179397285065121	9.24E+17		mahfud															
1.87E+18	Sun Dec 15 03:11:40 +0000 2024	1	@LuqmanBeeNKRI Sementara Seorang yang katanya dulu aktivis. Udah puluhan tahun di Senayan (sejak perwakilan) berkata Korupsi jadi oli pembangunan 	1.87E+18		LuqmanBeeNKRI	in		0	1	0	https://x.com/undefined/status/1868131785374417137	486998039		mahfud															
1.87E+18	Thu Dec 12 13:54:10 +0000 2024	1	Pemindahan narapidana asing ke negara asal tidak memerlukan persetujuan DPR. Transfer of prisonners tak harus dalam bentuk perjanjian internasional juga. #Polhuk #AdadiKompas https://t.co/vAVFMz2ETU	1.87E+18			in		0	1	0	https://x.com/undefined/status/1867206310451728435	255866913		mahfud															
1.87E+18	Thu Dec 12 11:04:13 +0000 2024	0	ALHAMDULILLAH Wow di sini ada video yang sangat menarik! https://t.co/KTVIbKC4RT	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867163544451686714	1.75E+18		mahfud															
1.87E+18	Thu Dec 12 05:06:02 +0000 2024	0	Emang congor si TAIM Miftah ga punya Adab. Usai Sunhaji Kini Viral Ucapan Gus Miftah Ungkit Mahfud MD: Yang Tua Baper Sama Anak Kecil Cie https://t.co/smHHOf3m3o	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867073403498402159	1.43E+18		mahfud															
1.87E+18	Mon Dec 09 14:24:07 +0000 2024	0	Daripada bawa hokky caraka mending bawa malik risaldi	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866126684971573308	224110553		mahfud															
1.87E+18	Mon Dec 09 03:21:51 +0000 2024	0	Mahfud MD Cerita Kisah Wali Bahlul yang Tak Pernah Merendahkan Orang Lain Sindir Gus Miftah? https://t.co/BV6657Savm	1.87E+18			in		0	0	0	https://x.com/undefined/status/1865960020531134879	89877164		mahfud															
1.87E+18	Sat Dec 14 07:01:51 +0000 2024	0	Mahfud MD Sebut Pilkada Langsung Mahal dan Jorok https://t.co/mJZaAyh6yq	1.87E+18			in		0	0	0	https://x.com/undefined/status/1867827327075311883	89877164		mahfud															
1.87E+18	Wed Dec 11 20:00:31 +0000 2024	0	Tak Ada Persetujuan DPR Mahfud MD Sebut Pemulangan Mary Jane Langgar UU https://t.co/AmkGjNdaRo	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866936119750766890	262026799		mahfud															
1.87E+18	Tue Dec 10 04:22:00 +0000 2024	0	Mahfud Latuconsina Siap Maju Sebagai Calon Ketua KNPI Kota Bekasi #BNetwork https://t.co/Sv8bwkeaqU	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866337545174368271	154102750		mahfud															
1.86E+18	Wed Dec 04 04:40:59 +0000 2024	0	ipar adalah mahfud	1.86E+18			in		0	0	0	https://x.com/undefined/status/1864167995284840884	476739155		mahfud															
1.87E+18	Wed Dec 11 06:20:05 +0000 2024	0	VIDEO: Mahfud Blak-blakan Soal Pilkada Singgung Jokowi &amp; Megawati https://t.co/gtnKXr2pHA	1.87E+18			in		0	0	0	https://x.com/undefined/status/1866729650476773608	456426648		mahfud															
1.69E+18	Fri Aug 18 01:19:34 +0000 2023	21445	 konteksnya pak mahfud cerita detik-detik kemerdekaan https://t.co/csYAe1MldF	1.69E+18	https://pbs.twimg.com/media/F3xrOh8aUAAMI4Z.jpg		in		249	362	1188	https://x.com/undefined/status/1692345461464797669	1371650588		mahfud															
