conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,aspek
1700123631286886746,Fri Sep 08 12:27:15 +0000 2023,308,Food Estate Mangkrak Terbitlah Makan Gratis Oleh : Angwar Sanusi Mendengar janji kampanye yang diucapkan dari tim pemenangan Prabowo Subianto memang terdengar agak lucu dan menggelitik. Mengapa tidak Prabowo dan timnya berkampanye akan memberikan makan gratis bagi masyarakat https://t.co/E18I3imNnQ,1700123631286886746,https://pbs.twimg.com/media/F5gNbnta4AAdRTQ.jpg,,in,,6,29,89,https://x.com/undefined/status/1700123631286886746,84221579,,/content/tweets-data/+kontinuitas
1744233716036296723,Mon Jan 08 05:44:58 +0000 2024,1192,Hingga saat ini terdapat sejumlah infrastruktur yang sudah terbangun dan memberikan manfaat dari penggunaan Dana Desa yang telah disalurkan pemerintah. Ada pembangunan jalan desa yang telah mencapai 350 ribu kilometer jembatan desa yang total panjangnya 1.900.000 meter 14.600 https://t.co/5sIToLg85P,1744233716036296723,https://pbs.twimg.com/media/GDTDTJ-aMAAhVtz.jpg,,in,,6,185,166,https://x.com/undefined/status/1744233716036296723,366987179,,/content/tweets-data/+kontinuitas
1704061733256732972,Tue Sep 19 09:15:51 +0000 2023,3649,Bonus demografi yang kita nikmati ini tidak bisa serta merta memberi keuntungan kalau kita cuma diam saja dan cuma bekerja biasa saja. Harus ada percepatan yang mesti kita lakukan. Untuk merealisasikan percepatan itu 3 pondasi harus kita tepati. Peningkatan APBN Digitalisasi https://t.co/VyIfdP4mBZ,1704061733256732972,https://pbs.twimg.com/ext_tw_video_thumb/1704061608937594880/pu/img/133fVGK1naGslrwd.jpg,,in,,45,4707,2265,https://x.com/undefined/status/1704061733256732972,109762193,,/content/tweets-data/+kontinuitas
1701490664272441744,Tue Sep 12 06:59:21 +0000 2023,148,#TuankuRakyat #LanjutGan Manifesto besar disuarakan oleh @ganjarpranowo dari pijakan awalnya sebagai anak desa yang berproses hingga sampai ke titik ini. Sebuah perjuangan besar berawal dari kesederhanaan hidup yang diajarkan orang tuanya. Nilai-nilai kehidupan itulah yang https://t.co/8DVTAyCUd3,1701490664272441744,https://pbs.twimg.com/amplify_video_thumb/1701490568239738880/img/K96DsQAMTiO0ckBR.jpg,,in,,3,270,70,https://x.com/undefined/status/1701490664272441744,48359478,,/content/tweets-data/+kontinuitas
1701484257049546782,Tue Sep 12 06:33:53 +0000 2023,1447,#TuankuRakyat Seuntai manifesto hadir dari sosok @ganjarpranowo yang membuka lebar mata kita tentang mimpi besar membangun negeri ini mengabdi pada rakyat tanpa batas lelah. Lahir dari keluarga sederhana mengajarkannya banyak nilai kehidupan untuk bisa menapaki perjalanan https://t.co/GzHPqDoAAN,1701484257049546782,https://pbs.twimg.com/media/F5zi6JFa8AAgu7Y.jpg,,in,,20,3397,1078,https://x.com/undefined/status/1701484257049546782,1568422909294841856,,/content/tweets-data/+kontinuitas
1762039285447115210,Mon Feb 26 08:57:57 +0000 2024,822,Dulu kala ada seorang petani yg datang ke sebuah lahan yg luas. Lahan itu kosong tak terurus dipenuhi rumput ilalang serta belukar. Banyak orang membuang sampah disitu. Petani itu hendak menggarap lahan tsb. Dengan segala kemampuan dan tenaganya ia berniat menggarap lahan https://t.co/njCi50339p,1762039285447115210,https://pbs.twimg.com/media/GHQFZC2akAAXP-1.jpg,,in,,12,180,269,https://x.com/undefined/status/1762039285447115210,76428045,,/content/tweets-data/+kontinuitas
1708297321648451982,Sun Oct 01 01:46:34 +0000 2023,8028,Seluruh negara di dunia kini menghadapi tantangan yang tak terkira dari berbagai aspek kehidupan global. Ada tantangan dari perubahan iklim krisis pangan krisis energi resesi ekonomi disrupsi teknologi dan tak sedikit pula negara yang masih terseok-seok memulihkan diri dari https://t.co/GJbYN3ucIx,1708297321648451982,https://pbs.twimg.com/media/F7UXXDVbIAAu2lI.jpg,,in,,84,561,1219,https://x.com/undefined/status/1708297321648451982,366987179,,/content/tweets-data/+kontinuitas
1739788322799772100,Tue Dec 26 23:20:34 +0000 2023,352,Terima kasih Mas @aik_arif sudah menuliskan paradox ekonomi dan lingkungan ini dengan komprehensif. Kegelisahanku sejak lama adalah ukuran kemajuan yang mungkin udah nggak relevan dengan masa atau dengan kerusakan lingkungan yang ditimbulkan. Gimana disebut maju kalo https://t.co/FTkozQbe9f,1739788322799772100,https://pbs.twimg.com/media/GCT4QQlaEAAIcwS.jpg,,in,,5,4,96,https://x.com/undefined/status/1739788322799772100,69806285,,/content/tweets-data/+kontinuitas
1700116032290214344,Fri Sep 08 11:57:03 +0000 2023,199,Food Estate Mangkrak Terbitlah Makan Gratis Oleh : Angwar Sanusi Mendengar janji kampanye yang diucapkan dari tim pemenangan Prabowo Subianto memang terdengar agak lucu dan menggelitik. Mengapa tidak Prabowo dan timnya berkampanye akan memberikan makan gratis bagi masyarakat https://t.co/0kbErqqTut,1700116032290214344,https://pbs.twimg.com/media/F5gGhEsawAAZEtB.jpg,,in,,10,16,106,https://x.com/undefined/status/1700116032290214344,48359478,,/content/tweets-data/+kontinuitas
1786606523869012355,Sat May 04 03:59:23 +0000 2024,775,Hal semacam ini kadang kita temui di daerah2 yg di dalam kandungan buminya banyak kekayaan alam yg diekploitasi oleh pengusaha dan uangnya dinikmati segelintir manusia. Andai uang 271 trilyun dan bertrilyun2 lainnya yg dikorup para durjana itu dimanfaatkan utk kemashlahatan https://t.co/U1xzdWwsYy,1786606523869012355,https://pbs.twimg.com/ext_tw_video_thumb/1786597172416499712/pu/img/YIAv360hHMuQbRjm.jpg,,in,,18,28,432,https://x.com/undefined/status/1786606523869012355,963751550,,/content/tweets-data/+kontinuitas
1731494258774069416,Mon Dec 04 02:02:55 +0000 2023,1911,Pagi ini saya datang ke Pasar Raya kota Padang didampingi oleh Ketua IKAPPI (Ikatan Pedagang Pasar Indonesia) melakukan cheking stok pangan nasional. Yang selalu menjadi masalah dan terus terulang adalah kenaikan harga-harga kebutuhan pokok dan daya beli masyarakat yang menurun. https://t.co/5D4tYvDQq7,1731494258774069416,https://pbs.twimg.com/amplify_video_thumb/1731494098283249665/img/7ZmVA-AFrCjVm1xf.jpg,,in,,10,55,606,https://x.com/undefined/status/1731494258774069416,1490116879,,/content/tweets-data/+kontinuitas
1731616932921815514,Mon Dec 04 10:10:23 +0000 2023,2316,Pembangunan infrastruktur telah kita lakukan secara besar-besaran sejak tahun 2014. Selama sembilan tahun Indonesia membangun setidaknya 42 bendungan yang telah selesai irigasi untuk 1 2 juta hektare lahan jalan tol sepanjang 2.143 kilometer jalan nasional sepanjang 5.700 https://t.co/bvAmEn0yAD,1731616932921815514,https://pbs.twimg.com/media/GAfwazhbwAEjLsP.jpg,,in,,56,754,307,https://x.com/undefined/status/1731616932921815514,366987179,,/content/tweets-data/+kontinuitas
1718547751519281476,Sun Oct 29 08:38:07 +0000 2023,1890,KAMU YANG LUPA KACANG SAMA KULITNYA..!!! . . . Gak tahu diri itu namanya..!! Cuma karena pilihan capres kalian bergerak bersama menghabisi Jokowi?? Ingat Capresmu sama sekali BELUM TERUJI. Juauuhhh banget kalau kudu dibandingin dengan pak Jokowi. Mo tahu apa yang sudah https://t.co/tTuMlJfTeW,1718547751519281476,https://pbs.twimg.com/media/F9mCEm7bAAAbsxu.jpg,,in,,137,1043,473,https://x.com/undefined/status/1718547751519281476,1202108075231989760,,/content/tweets-data/+kontinuitas
1772929532992848187,Wed Mar 27 10:11:54 +0000 2024,322,Sebagai warga negara pastinya kita ingin negara yang kita tapaki damai dan sejahtera. Harapan itu dapat terwujud bilamana rakyat sudi untuk mengkritisi jalannya pemerintahan di negaranya. Rakyat berkenan menyuarakan keadilan apabila melihat ketidakberesan di Tanah Airnya. https://t.co/4ewqHILC6H,1772929532992848187,https://pbs.twimg.com/ext_tw_video_thumb/1772928849183207425/pu/img/Zni4h6Vn7z7w_1Mj.jpg,,in,,3,12,83,https://x.com/undefined/status/1772929532992848187,1226725839099707392,,/content/tweets-data/+kontinuitas
1729760809931465039,Wed Nov 29 07:14:49 +0000 2023,3960,Mengapa kita membangun Ibu Kota Nusantara (IKN)? Kita ingin menciptakan pemerataan ekonomi pemerataan penduduk dan menumbuhkan titik-titik pertumbuhan ekonomi baru. Sebanyak 58 persen produk domestik bruto (PDB) ekonomi Indonesia terdapat di Pulau Jawa. Dengan pembangunan IKN https://t.co/yEViGNGCDS,1729760809931465039,https://pbs.twimg.com/media/GAFYSf_aIAAPW1S.jpg,,in,,118,1000,489,https://x.com/undefined/status/1729760809931465039,366987179,,/content/tweets-data/+kontinuitas
1724507705501716870,Tue Nov 14 19:20:51 +0000 2023,346,Selalu ingat kerjaan kita udah begini dulu ketika negara lain masih gembel negara kita itu berlimpah tapi anehnya masih ada rakyat yang gak bisa makan. Cara bawa negara ini ke tahap yang lebih maju adalah SDM untuk ngelola sumber daya dan energi SDM yang bagus mulai dari gizi https://t.co/0vyZDApPg6,1724507705501716870,https://pbs.twimg.com/media/F-6unW6aYAAY97q.jpg,,in,,2,13,29,https://x.com/undefined/status/1724507705501716870,1361502222840864768,,/content/tweets-data/+kontinuitas
1704855340540744067,Thu Sep 21 13:49:22 +0000 2023,2168,Pemerintah telah melakukan beberapa kali penjajakan pasar untuk mendorong para investor dalam negeri ikut serta dalam pembangunan Ibu Kota Nusantara. Dari penjajakan itu salah satunya terlihat hari ini dengan dilaksanakannya peletakan batu pertama pembangunan Hotel Nusantara di https://t.co/9CDZIof3hg,1704855340540744067,https://pbs.twimg.com/media/F6jc4V7aYAAJLit.jpg,,in,,21,328,281,https://x.com/undefined/status/1704855340540744067,366987179,,/content/tweets-data/+kontinuitas
1716749433180962951,Tue Oct 24 09:32:15 +0000 2023,3027,Kunci dari keberlanjutan pembangunan Indonesia yaitu dengan memastikan implementasi dari peta jalan yang telah disusun berjalan baik. Peta jalan itu sudah jelas tinggal mengawal implementasi di lapangan. Pada acara Investor Daily Summit 2023 di Hutan Kota by Plataran Senayan https://t.co/BrVG2XMv27,1716749433180962951,https://pbs.twimg.com/media/F9Mefg5agAAkvAV.jpg,,in,,56,868,325,https://x.com/undefined/status/1716749433180962951,366987179,,/content/tweets-data/+kontinuitas
1702239197728522320,Thu Sep 14 08:33:45 +0000 2023,2058,Delapan tahun sudah berbagai pembangunan Proyek Strategis Nasional dikerjakan di seluruh Indonesia. Dalam sewindu ini kita telah menyelesaikan pembangunan 161 PSN yang menyerap tenaga kerja hingga 11 juta orang. Kehadiran infrastruktur PSN juga telah membantu mendongkrak daya https://t.co/n9ahnQWq3n,1702239197728522320,https://pbs.twimg.com/media/F5-Pz0FaMAAhMFQ.jpg,,in,,45,498,317,https://x.com/undefined/status/1702239197728522320,366987179,,/content/tweets-data/+kontinuitas
1714607343873495529,Wed Oct 18 11:40:21 +0000 2023,2244,Ada empat hal penting dalam membangun konektivitas di sebuah negara. Ini saya sampaikan dalam sambutan di hadapan peserta High Level Forum bertema Connectivity in an Open Global Academy di China National Convention Center Beijing hari ini. Empat hal itu apa saja? Harus https://t.co/8wS09EOgDW,1714607343873495529,https://pbs.twimg.com/media/F8uCSr2a8AA-v4C.jpg,,in,,32,222,327,https://x.com/undefined/status/1714607343873495529,366987179,,/content/tweets-data/+kontinuitas
1709102635989754290,Tue Oct 03 07:06:36 +0000 2023,1876,Hari ini saya membuka Rapat Kerja Nasional Korps Pegawai Republik Indonesia di Jakarta. Dan saya merasa perlu memanfaatkan kesempatan ini untuk mendorong agar ekosistem kerja aparatur sipil negara (ASN) dapat memacu individu untuk berkinerja baik agar menghasilkan prestasi dan https://t.co/t9FUIqTRnV,1709102635989754290,https://pbs.twimg.com/media/F7fzw0NaYAAf2lP.jpg,,in,,7,127,265,https://x.com/undefined/status/1709102635989754290,366987179,,/content/tweets-data/+kontinuitas
1720208208080638362,Thu Nov 02 22:36:11 +0000 2023,3656,Pemerintah tidak bisa sendirian membangun Ibu Kota Negara Nusantara. Diperlukan peran dari semua pihak termasuk utamanya dari para pengusaha dan investor. Sebagai contohnya di Guyana. Negara di kawasan Amerika Selatan tersebut berhasil memiliki tingkat pertumbuhan ekonomi https://t.co/z80mwcFmBh,1720208208080638362,https://pbs.twimg.com/media/F99oJD7aYAAP91t.jpg,,in,,90,975,339,https://x.com/undefined/status/1720208208080638362,366987179,,/content/tweets-data/+kontinuitas
1721771416826282477,Tue Nov 07 06:07:49 +0000 2023,2866,Kita menghadapi tantangan global saat ini yaitu ketidakpastian ekonomi global perubahan iklim dan peperangan yang terjadi di beberapa negara. Namun demikian Indonesia optimistis bisa menghadapi tantangan tersebut dengan semangat persatuan yang kuat. Sementara itu seperti https://t.co/Mg0Tb9Vwwa,1721771416826282477,https://pbs.twimg.com/media/F-T18OQbMAAMa2L.jpg,,in,,65,995,312,https://x.com/undefined/status/1721771416826282477,366987179,,/content/tweets-data/+kontinuitas
1745348426894852191,Thu Jan 11 07:34:26 +0000 2024,13833,Andai saya Anies... Pak Prabowo di tahun 2014 saya itu pendukung Pak Jokowi. Dan di tahun 2017 ketika kita sama-sama memenangkan Pilgub DKI Bapak tahu persis kenapa saya dicopot sebagai Menteri setahun sebelumnya. Saat itu kita tahu ada ketidaksamaan visi kita dengan Pak,1745348426894852191,,,in,,254,707,4721,https://x.com/undefined/status/1745348426894852191,185156524,,/content/tweets-data/+kontinuitas
1756689243534188708,Sun Feb 11 14:38:48 +0000 2024,337,Gagal Di Proyek Food Estate Prabowo Kampanye Makan Gratis Oleh : Nikmatul Sugiyarto Ada ya pemimpin yang suka bikin program tanpa peduli dengan realisasinya bagaimana? Oh lebih tepatnya calon pemimpin karena sekarang dia sedang menunjukkan penampilan superheronya untuk https://t.co/3qCA0bp9VE,1756689243534188708,https://pbs.twimg.com/media/GGEDi66b0AAmv7Q.jpg,,in,,1,112,93,https://x.com/undefined/status/1756689243534188708,48359478,,/content/tweets-data/+kontinuitas
1732737920187171019,Thu Dec 07 12:24:47 +0000 2023,15,Ibu Kota Negara Nusantara adalah Kota Masa Depan dengan konsep Green Modern City yang ramah lingkungan. Ganjar Pranowo siap tuntaskan Proyek Nasional hasil gagasan founding father Indonesia Ir. Sukarno Presiden pertama Republik Indonesia. #GasssGanjarMahfud https://t.co/aquIdVJt5K,1732737920187171019,https://pbs.twimg.com/media/GAvr8xtaAAAM6UD.jpg,,in,,0,5,7,https://x.com/undefined/status/1732737920187171019,4200694752,,/content/tweets-data/+kontinuitas
1698698496663257187,Mon Sep 04 14:04:16 +0000 2023,222,Pada akhir Juli 2023 lalu Menteri PUPR Basuki Hadimuljono meninjau pembangunan infrastruktur Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur. Bagaimana progres konstruksinya? Simak infonya melalui video berikut! #SigapMembangunNegeri #IKNKita #NusantaraKita https://t.co/RSslpEnRFi,1698698496663257187,https://pbs.twimg.com/ext_tw_video_thumb/1698698375166918656/pu/img/xG7q-80lXWkB-uUf.jpg,,in,,2,6,40,https://x.com/undefined/status/1698698496663257187,179835283,,/content/tweets-data/+kontinuitas
1749402815922119013,Mon Jan 22 12:05:08 +0000 2024,1177,Kita Menumpang Kereta Yang Sama Suatu waktu saya menonton videonya Gus Baha yang membahas tentang perbedaan ujian bagi orang miskin dan orang kaya . Gus Baha menyebutkan bahwa orang miskin diuji karena kekurangannya sedangkan orang kaya diuji dengan kecenderungan memperbudak,1749402815922119013,,,in,,17,10,356,https://x.com/undefined/status/1749402815922119013,14096383,,/content/tweets-data/+kontinuitas
1715286599058198839,Fri Oct 20 08:39:28 +0000 2023,273,#VisiMisiGanjarMahfud Calon Presiden Ganjar Pranowo dan Calon Wakil Presiden Mahfud MD menyerahkan dokumen visi-misi ketika mendaftarkan diri ke Komisi Pemilihan Umum (KPU) Kamis (19/10/2023). Visi misi Ganjar-Mahfud diberi judul Menuju Indonesia Unggul - Gerak cepat https://t.co/ACRMBQNJek,1715286599058198839,https://pbs.twimg.com/media/F83sENYawAAqc3B.jpg,,in,,1,32,77,https://x.com/undefined/status/1715286599058198839,821859629034409985,,/content/tweets-data/+kontinuitas
1790302693581549798,Tue May 14 08:46:39 +0000 2024,3,#BeritaEkon Hai #SahabatEkon Jaga keberlanjutan agenda pembangunan mendatang Pemerintah lakukan evaluasi capaian kinerja Proyek Strategis Nasional tahun 2024. Yuk Simak. https://t.co/C0TBm7sOzQ #EKONomiLaju #IndonesiaMaju #TerbaikUntukIndonesia https://t.co/BGa5vq4Dq2,1790302693581549798,https://pbs.twimg.com/media/GNhuyi4aQAAFkXf.jpg,,in,,0,1,1,https://x.com/undefined/status/1790302693581549798,1629234236,,/content/tweets-data/+kontinuitas
1771389634670649653,Sat Mar 23 04:12:54 +0000 2024,1307,Negara yang kaya dengan Visi Misi Program Wacana dan Kebulatan Tekad. Negara yang paling ramai pemberitaan billboard spanduk dan foto2 pejabat negara dan organisasi. Negara yang dipenuhi oleh aktor bersandiwara. Ingin menjadi negara maju tetapi membenahi etika moral https://t.co/h1sxScx31r,1771389634670649653,https://pbs.twimg.com/media/GJU9fAVaUAAYiar.jpg,,in,,30,88,179,https://x.com/undefined/status/1771389634670649653,856717388569493505,,/content/tweets-data/+kontinuitas
1790302693581549798,Tue May 14 08:46:44 +0000 2024,2,#BeritaEkon Hai #SahabatEkon Jaga keberlanjutan agenda pembangunan mendatang Pemerintah lakukan evaluasi capaian kinerja Proyek Strategis Nasional tahun 2024. Yuk Simak. https://t.co/C0TBm7sOzQ #EKONomiLaju #IndonesiaMaju #TerbaikUntukIndonesia https://t.co/wncwgzs1Xy,1790302717291987022,https://pbs.twimg.com/media/GNhu0eqb0AAZxJ0.jpg,PerekonomianRI,in,,0,0,1,https://x.com/undefined/status/1790302717291987022,1629234236,,/content/tweets-data/+kontinuitas
1720316467110191354,Fri Nov 03 05:46:22 +0000 2023,1656,Derap pembangunan infrastruktur Ibu Kota Nusantara sedang tinggi-tingginya dari pembangunan gedung-gedung pemerintahan hotel berbintang rumah sakit sekolah bertaraf internasional hingga pusat perbelanjaan. Kendati begitu pembangunan fisik tersebut mestinya dibarengi dengan https://t.co/imI24Xx6OV,1720316467110191354,https://pbs.twimg.com/media/F9_Ki33bMAAeywh.jpg,,in,,16,415,186,https://x.com/undefined/status/1720316467110191354,366987179,,/content/tweets-data/+kontinuitas
1737373135648047460,Wed Dec 20 07:23:29 +0000 2023,1192,Saya tiba di Balikpapan Kalimantan Timur hari ini dan langsung menuju Ibu Kota Nusantara. Yang saya datangi pertama adalah lokasi pembangunan Hotel Nusantara. Melihat kemajuan pembangunan hotel tersebut telah mencapai 34 persen saya optimistis hotel ini dapat rampung dan https://t.co/7fKDmN3rAb,1737373135648047460,https://pbs.twimg.com/media/GBxjpRpasAAl3WB.jpg,,in,,6,163,160,https://x.com/undefined/status/1737373135648047460,366987179,,/content/tweets-data/+kontinuitas
1725357104029147416,Fri Nov 17 03:36:03 +0000 2023,1687,Saya berbicara di hadapan para pengusaha besar yang hadir dalam APEC CEO Summit yang digelar di San Francisco Amerika Serikat hari Kamis waktu setempat. Forum ini saya manfaatkan untuk menyampaikan betapa Indonesia adalah pilihan yang tepat dan menjanjikan bagi para pengusaha https://t.co/oVAaUefFKv,1725357104029147416,https://pbs.twimg.com/media/F_GzJHQb0AAFWO9.jpg,,in,,18,422,226,https://x.com/undefined/status/1725357104029147416,366987179,,/content/tweets-data/+kontinuitas
1719999967300071578,Thu Nov 02 08:48:42 +0000 2023,3275,Siang ini saya melakukan peletakan batu pertama pembangunan Kompleks Perkantoran Bank Indonesia di Ibu Kota Nusantara. Keberadaan gedung perkantoran Bank Indonesia di IKN akan meningkatkan kepercayaan masyarakat dan dunia usaha terhadap IKN. Mengapa? Karena dengan hadirnya Bank https://t.co/M39qismzqU,1719999967300071578,https://pbs.twimg.com/media/F96q2MBbQAAjqod.jpg,,in,,39,591,315,https://x.com/undefined/status/1719999967300071578,366987179,,/content/tweets-data/+kontinuitas
1752865133372817628,Thu Feb 01 01:23:09 +0000 2024,951,Silaturahmi dengan para nasabah program Membina Ekonomi Keluarga Sejahtera (Mekaar) binaan Permodalan Nasional Madani (PNM) di Grha Bung Karno Klaten Jawa Tengah Rabu 31 Januari 2024. Optimistis karena setidaknya separuh usaha dari total 15 2 juta nasabah dapat naik kelas . https://t.co/JQPd0T7xS7,1752865133372817628,https://pbs.twimg.com/media/GFNtbtwaoAARAHb.jpg,,in,,10,239,117,https://x.com/undefined/status/1752865133372817628,366987179,,/content/tweets-data/+kontinuitas
1763188812166091042,Thu Feb 29 13:05:45 +0000 2024,1437,Saat melakukan groundbreaking pembangunan gedung PT Bank Negara Indonesia Tbk (BNI) di kawasan IKN Provinsi Kalimantan Timur Kamis 29 Februari 2024 saya menyampaikan visi transformasi ekonomi dan infrastruktur di Ibu Kota Nusantara (IKN). Termasuk perubahan pola ekonomi lama https://t.co/N6kg5Ufg5r,1763188812166091042,https://pbs.twimg.com/media/GHga4NubQAA38G9.jpg,,in,,9,117,166,https://x.com/undefined/status/1763188812166091042,366987179,,/content/tweets-data/+kontinuitas
1760340268723605664,Wed Feb 21 16:26:40 +0000 2024,418,အမျိုးသားညီညွတ်ရေးအစိုးရ၏ ၇ / ၂၀၂၄ အစိုးရအဖွဲ့အစည်းအဝေးတွင် ယာယီသမ္မတ ဒူဝါလရှီးလ ပြောကြားသည့် မိန့်ခွန်းကောက်နုတ်ချက် ၂၀၂၄ ခုနှစ် ဖေဖော်ဝါရီ (၂၀) ရက် ကျွန်တော်တို့ဟာ စစ်ကောင်စီက အတင်းအဓမ္မ အသက်သွင်းနေတဲ့ စစ်မှုထမ်းဥပဒေကို တန်ပြန် ချေဖျက်ဖို့ ကြိုးစားရာမှာ၊ နိုင်ငံရေး https://t.co/0ykBGdu2ew,1760340268723605664,https://pbs.twimg.com/media/GG38E8jWoAArDQR.jpg,,my,,0,13,75,https://x.com/undefined/status/1760340268723605664,1368103900419563521,,/content/tweets-data/+kontinuitas
